"item","family","group","qnty.sold","revenue","date"
"AL AIN FRESH MILK LOW FAT 2L","CS Dairy","FOOD","5",50,"2015-12-13"
"BEEF MEAL","Main course","FOOD","2",50,"2015-12-13"
"BLUE BERRY MUFFIN","Dessert","FOOD","5",50,"2015-12-13"
"CHICKEN MEAL","Main course","FOOD","2",50,"2015-12-13"
"Cookie","Dessert","FOOD","10",50,"2015-12-13"
"EXTRA BIG BOTTLE PEPPERMINT","CS Mint & Gum","FOOD","4",50,"2015-12-13"
"MARS BAR 51GM","CS Chocolate","FOOD","10",50,"2015-12-13"
"MentoGmWatrMelon","CS Mint & Gum","FOOD","10",50,"2015-12-13"
"ORAL B BRUSH NATURAL FRESH","CS Oral Care","NON FOOD","5",50,"2015-12-13"
"SCONES","Dessert","FOOD","5",50,"2015-12-13"
"ILE DE FRANCE CHEESE PETIT BRIE","CS Dairy","FOOD","3",48.75,"2015-12-13"
"PERSIL LIQUID BLACK ABAYA OUD 3L","CS Laundry Care","NON FOOD","1",48.75,"2015-12-13"
"NIVEA FACE CLEAR STRIP 75ML","CS Facial Care","NON FOOD","2",48.5,"2015-12-13"
"B.BAG OAK SMOK150g","CS Chips & Snacks","FOOD","4",48,"2015-12-13"
"Cappuccino","Nespresso","FOOD","4",48,"2015-12-13"
"CLOROX WIPES DISINFECTING FRESH","CS Cleaning Supplies","NON FOOD","3",48,"2015-12-13"
"HIT THE ROOF","Milk Shake","BEVERAGE","2",48,"2015-12-13"
"INDOMIE PILLOW 5 PCS SPICY BEEF","CS Pasta & Noodles","FOOD","6",48,"2015-12-13"
"Lemon Drizzle","Dessert","FOOD","4",48,"2015-12-13"
"Mixed Juice","Fresh Juices","BEVERAGE","3",48,"2015-12-13"
"MY THAI","Milk Shake","BEVERAGE","2",48,"2015-12-13"
"Pepperoni","Pizza","FOOD","8",48,"2015-12-13"
"The Big Apple","Milk Shake","BEVERAGE","2",48,"2015-12-13"
"AMBROSI MASCARPONE CHEESE 250G","CS Dairy","FOOD","2",47,"2015-12-13"
"ALPRO SOYA ORIGINAL1L","CS Dairy","BEVERAGE","3",46.5,"2015-12-13"
"DOMESTOS BLEACH MOUNTAIN BREEZE","CS Cleaning Supplies","NON FOOD","4",46,"2015-12-13"
"CARTE DOR PISTACIO 1 SCOOP","Ice cream","FOOD","7",45.5,"2015-12-13"
"LUX MACHINE WASH TABLET 28PCS","CS Cleaning Supplies","NON FOOD","1",45.5,"2015-12-13"
"PRO BAR ORGANIC BOLT BERRY BLAST","CS Cereal","FOOD","2",45.5,"2015-12-13"
"AL MARAI ORANGE PULP JUICE 300ML","CS Packet Juice","BEVERAGE","18",45,"2015-12-13"
"EBI NIGIRI","Sushi","FOOD","9",45,"2015-12-13"
"MAGNUM I/C DOUBLE CHOCOLATE","CS Ice Cream","FOOD","5",45,"2015-12-13"
"Maple Joe250gm","CS Can & Jar Food","FOOD","1",45,"2015-12-13"
"NATURE VALLEY ROASTED ALMOND","CS Cereal","FOOD","15",45,"2015-12-13"
"NESCAFE CAPPUCINO PACKET 10PCS","CS Coffee","FOOD","2",45,"2015-12-13"
"Apple Red","CS Fresh Fruit","FOOD","22",44,"2015-12-13"
"MEAN GREEN","Fresh Juices","BEVERAGE","2",44,"2015-12-13"
"MilkHalfCrem1Ltr","CS Dairy","FOOD","11",44,"2015-12-13"
"Pure Honey Acasia250g","CS Can & Jar Food","FOOD","2",44,"2015-12-13"
"Tuna Cheese Melt","Sandwiches","FOOD","2",44,"2015-12-13"
"A/G POP CORN MICROWAVE BUTTER 29","CS Can & Jar Food","FOOD","5",43.75,"2015-12-13"
"SELPAK FACIAL TISSUE 100 SHEET","CS Tissue & Toilet Rolls","NON FOOD","7",43.75,"2015-12-13"
"LINDT XMAS MINI BEAR MILK 5PCS","CS Chocolate","FOOD","3",42.75,"2015-12-13"
"LINDT XMAS MINI SANTA SLEIGH 5PC","CS Chocolate","FOOD","3",42.75,"2015-12-13"
"16 OZ SOYA CAFFE LATTE","Coffee","FOOD","2",42,"2015-12-13"
"AL AIN WATER 1.5 LITER","Water","BEVERAGE","21",42,"2015-12-13"
"Mushrooms","Pizza","FOOD","7",42,"2015-12-13"
"Open Non-Food","Open Non Food","NON FOOD","1",42,"2015-12-13"
"SCHOGETTEN DARK CHOCOLATE 100GM","CS Chocolate","FOOD","7",42,"2015-12-13"
"Tea Sachet","Tea","FOOD","3",42,"2015-12-13"
"VITA COCO PEACH & MANGO 330ML","Convenience Beverages","BEVERAGE","4",42,"2015-12-13"
"LINDT EXCELLENCE 85% CACOA 100GM","CS Chocolate","FOOD","3",41.25,"2015-12-13"
"DgstiveBiscuits400g","Biscuit & Cookies","FOOD","3",40.5,"2015-12-13"
"Digest dark200","Biscuit & Cookies","FOOD","3",40.5,"2015-12-13"
"ADD FLAVOURED SYRUP","Starbucks","FOOD","10",40,"2015-12-13"
"Delivery Charges","Delivery charge","LABOR CHARGE","8",40,"2015-12-13"
"LARGE STILL WATER PREMIUM","Water","BEVERAGE","2",40,"2015-12-13"
"Lungo","Nespresso","FOOD","4",40,"2015-12-13"
"Panadol96","CS Others","NON FOOD","40",40,"2015-12-13"
"SCHOGETTEN HAZELNUT100G","CS Chocolate","FOOD","8",40,"2015-12-13"
"Sushi Temakin Veg Soup","Sushi","FOOD","1",40,"2015-12-13"
"TEA BAG EARL GREY","Tea","FOOD","5",40,"2015-12-13"
"AL AIN FRESH MILK 1L FULL CREAM","CS Dairy","FOOD","6",39,"2015-12-13"
"BISQUINI TIN CHOCOLATE COOKIES 1","Biscuit & Cookies","FOOD","3",39,"2015-12-13"
"BOURSIN CHEESE GARLIC & HERBS 15","CS Dairy","FOOD","2",39,"2015-12-13"
"VOCHELLE BLOCK FRUIT&NUTS 180G","CS Chocolate","FOOD","4",39,"2015-12-13"
"ALWAYS NIGHT WINGS 8 PCS","CS Sanitary Care","NON FOOD","5",38.75,"2015-12-13"
"DOVE SHOWER CUCUMBER & GREEN TEA","CS Bath & Shower","NON FOOD","2",38.5,"2015-12-13"
"GATORADE PINK LEMONDAE PET 500ML","CS Sports & Energy Drinks","BEVERAGE","8",38.5,"2015-12-13"
"DR OETKER CELEBRATION CANDLE","CS Disposable","NON FOOD","3",38.25,"2015-12-13"
"7 DAYS CROISSANT STRAWBERRY","CS Bakery","FOOD","19",38,"2015-12-13"
"Angus Beef Burger","Burgers","FOOD","1",38,"2015-12-13"
"DOVE BODY LOTION ESSENTIAL NOURI","CS Body Care","NON FOOD","2",38,"2015-12-13"
"LUSINE PUFF CHOCOLATE","CS Bakery","FOOD","19",38,"2015-12-13"
"LUX SUNLIGHT LEMON 750ML","CS Dishwashing","NON FOOD","4",38,"2015-12-13"
"STREPSILS LEMON SUGAR FREE PACKE","CS Chocolate","FOOD","2",38,"2015-12-13"
"BJORG ORGANIC FOURRES MYRTILLES","CS Organic Food","FOOD","1",37.75,"2015-12-13"
"ALL BRAN FLAKES KELLOGS 500GM","CS Cereal","FOOD","2",37.5,"2015-12-13"
"SELPAK TOILET PAPER 4 ROLLS","CS Tissue & Toilet Rolls","NON FOOD","3",37.5,"2015-12-13"
"KAGI SWISS WAFERS MINI GIFT BOX","CS Mint & Gum","FOOD","1",37.25,"2015-12-13"
"PAPILLON ROQUEFORT RED LABEL 100","CS Dairy","FOOD","2",37,"2015-12-13"
"PRINGLES SALT VINEGAR 165GM","CS Chips & Snacks","FOOD","4",37,"2015-12-13"
"OREO MILK & CHOCOLATE 16 PACK 44","Biscuit & Cookies","FOOD","2",36.5,"2015-12-13"
"16 OZ ICED VANILLA LATTE","Starbucks","FOOD","2",36,"2015-12-13"
"Carrot Cake","Dessert","FOOD","3",36,"2015-12-13"
"Eggplant Maki(6pcs)","Sushi","FOOD","2",36,"2015-12-13"
"Espresso","Nespresso","FOOD","4",36,"2015-12-13"
"Glazed Veg","Sandwiches","FOOD","2",36,"2015-12-13"
"Go Green","Milk Shake","BEVERAGE","2",36,"2015-12-13"
"GranAppleCunch","CS Cereal","FOOD","12",36,"2015-12-13"
"Large Salad","Salads","FOOD","2",36,"2015-12-13"
"Latte Macchiato","Nespresso","FOOD","3",36,"2015-12-13"
"Manakeesh(V)","Pizza","FOOD","2",36,"2015-12-13"
"MCVITIES DIGESTIVE 250GM LIGHT","Biscuit & Cookies","FOOD","3",36,"2015-12-13"
"SNAPPLES KIWI & STRAWBERRY","Fresh Juices","BEVERAGE","3",36,"2015-12-13"
"SPRITE CAN 330ML","CS Soft Drinks","BEVERAGE","24",36,"2015-12-13"
"HONEY MOON SQUEEZY HONEY 500G","CS Can & Jar Food","FOOD","1",35.75,"2015-12-13"
"AL MARAI STRAWBERRY JUICE 300ML","CS Packet Juice","BEVERAGE","13",35.5,"2015-12-13"
"AL AIN FRESH MILK 1L SKIMMED","CS Dairy","FOOD","5",35,"2015-12-13"
"Full Breakfast","Breakfast","FOOD","1",35,"2015-12-13"
"LUX BAR MAGICAL BEAUTY 120GM","CS Oral Care","NON FOOD","10",35,"2015-12-13"
"Portion Vegetable","Main course","FOOD","7",35,"2015-12-13"
"VOLVIC WATER 500ML","Water","BEVERAGE","7",35,"2015-12-13"
"PHILADELPHIA LIGHT CHEESE SPREAD","CS Dairy","FOOD","3",34.5,"2015-12-13"
"12 OZ CARAMEL LATTE","Starbucks","FOOD","2",34,"2015-12-13"
"12 OZ SIGNATURE HOT CHOCOLATE","Starbucks","FOOD","2",34,"2015-12-13"
"16 OZ ICED CHOCOLATE","Starbucks","FOOD","2",34,"2015-12-13"
"Asst. Rolls Two","Breakfast","FOOD","17",34,"2015-12-13"
"G S Frid Noodls W chicken","Noodles","FOOD","1",34,"2015-12-13"
"BJORG ORGANIC FOURRES FRAMBOISES","CS Organic Food","FOOD","1",33.25,"2015-12-13"
"GILLETTE RAZOR MACH 3 2UP","CS Mens Care","NON FOOD","1",32.75,"2015-12-13"
"MOTHER E OAT SLICE APRICOT CHOCO","CS Dry Fruits","FOOD","2",32.5,"2015-12-13"
"OB TAMPONS NORMAL 16PCS","CS Sanitary Care","NON FOOD","2",32.5,"2015-12-13"
"12 OZ SOYA CAPPUCCINO","Coffee","FOOD","2",32,"2015-12-13"
"ALL BRAN ORIGINAL 500GM","CS Cereal","FOOD","2",32,"2015-12-13"
"BBQ CHICKEN","Wraps","FOOD","1",32,"2015-12-13"
"Buffalo Chicken","Grill","FOOD","2",32,"2015-12-13"
"CHAMOMILE TEA BAG","Tea","FOOD","4",32,"2015-12-13"
"CROISSANT HI BUTTER ALMOND","CS Bakery","FOOD","8",32,"2015-12-13"
"D Coke","Softdrinks","BEVERAGE","8",32,"2015-12-13"
"Espresso Doppio","Coffee","BEVERAGE","2",32,"2015-12-13"
"FG Juice Bottled","FEEL GOOD","FOOD","4",32,"2015-12-13"
"Peanut Butter & Jelly(V)","Sandwiches","FOOD","2",32,"2015-12-13"
"REDBULL REGULAR","Energy Drinks","BEVERAGE","4",32,"2015-12-13"
"THE BERRY CO GREEN TEA","Packet Juice","BEVERAGE","4",32,"2015-12-13"
"CROISSANT HI BUTTER PLAIN","CS Bakery","FOOD","9",31.5,"2015-12-13"
"EMMENTHAL CHEESE GRATED 150G","CS Dairy","FOOD","3",31.5,"2015-12-13"
"SCHOGETTEN WHITE 100 GM","CS Chocolate","FOOD","6",31.5,"2015-12-13"
"DOVE+MCCCDS150ML","CS Shampoo & Conditioner","NON FOOD","2",31,"2015-12-13"
"FOOD DOCTOR POT COUSCOUS LENTIL","CS Organic Food","FOOD","2",31,"2015-12-13"
"MAGNUM I/C TIRAMISU","CS Chocolate","FOOD","4",31,"2015-12-13"
"COMFORT ORANGE ALOE VERA CONCENT","CS Laundry Care","NON FOOD","2",30.5,"2015-12-13"
"LINDT XMAS TEDDY FREUNDE 100GM","CS Chocolate","FOOD","1",30.25,"2015-12-13"
"ENERGIZER AAA 4 PCS","CS Others","NON FOOD","2",30,"2015-12-13"
"EXTRA PELLET WHITE GUM","CS Mint & Gum","FOOD","15",30,"2015-12-13"
"FISH MAIN","Main course","FOOD","2",30,"2015-12-13"
"Grilled Chicken","Pizza","FOOD","5",30,"2015-12-13"
"KOKA PILLOW 5 PCS CHICKEN","CS Pasta & Noodles","FOOD","4",30,"2015-12-13"
"LifeBuoySoap80g","CS Soap & Handwash","NON FOOD","15",30,"2015-12-13"
"NIVEA WIPES GENTLE CLEANSING 25P","CS Tissue & Toilet Rolls","NON FOOD","1",30,"2015-12-13"
"NIVEA WIPES PURE CLEANSING 25PCS","CS Tissue & Toilet Rolls","NON FOOD","1",30,"2015-12-13"
"PEPPERMEIN LOOSE TEA","Tea","FOOD","3",30,"2015-12-13"
"Portion Protein","Main course","FOOD","3",30,"2015-12-13"
"SCHOGETTEN STARCIA 100GM","CS Chocolate","FOOD","6",30,"2015-12-13"
"SLICED BREAD MULTI GRAIN MEDIUM","CS Bakery","FOOD","5",30,"2015-12-13"
"Sweet Potato Wedges","Extras","FOOD","3",30,"2015-12-13"
"WALK IN BREAKFAST","WALK IN BREAKFAST","FOOD","3",30,"2015-12-13"
"WALK IN DINNER","WALK IN DINNER","FOOD","3",30,"2015-12-13"
"AL AIN FRESH PINEAPPLE JUICE 330","CS Packet Juice","BEVERAGE","3",29.25,"2015-12-13"
"VOCHELLE BLOCK ALMOND 180G","CS Chocolate","FOOD","3",29.25,"2015-12-13"
"Alain Small Wtr500ml","Water","BEVERAGE","29",29,"2015-12-13"
"LIP GREN GUNPWDR 15 PYRAMID TB","CS Tea","FOOD","2",29,"2015-12-13"
"LINDT XMAS MINI SNOWMAN 5PCS","CS Chocolate","FOOD","2",28.5,"2015-12-13"
"PHOENIX APPLE BEETROOT & GINGER","CS Organic Food","BEVERAGE","3",28.5,"2015-12-13"
"ARIEL BLUE 1.5KG","CS Laundry Care","NON FOOD","1",28.25,"2015-12-13"
"HONEY MOON MOUNTAIN HONEY 250GM","CS Can & Jar Food","FOOD","1",28.25,"2015-12-13"
"ALO APPEAL POMELO JUICE","Fresh Juices","FOOD","2",28,"2015-12-13"
"ALO ENRICH POMEGRANATE JUICE","Fresh Juices","FOOD","2",28,"2015-12-13"
"ARIEL GREEN 1.5KG","CS Laundry Care","NON FOOD","1",28,"2015-12-13"
"Chicken Noodle Suop","Soup","FOOD","2",28,"2015-12-13"
"CHUCKS MAN OH MANGO","Smoothies","BEVERAGE","1",28,"2015-12-13"
"FIREFLY RECHARGE POMEGRANATE","Tea","BEVERAGE","2",28,"2015-12-13"
"Green Thai Veg Curry","Main course","FOOD","1",28,"2015-12-13"
"MUFFIN BLUEBERRY","CS Bakery","FOOD","8",28,"2015-12-13"
"MUFFIN CHOCOLATE","CS Bakery","FOOD","8",28,"2015-12-13"
"Pear","CS Fresh Fruit","FOOD","14",28,"2015-12-13"
"PEPSODENT TP GERMICHECK+BRUSH 15","CS Oral Care","NON FOOD","4",28,"2015-12-13"
"Plum Red","CS Fresh Fruit","FOOD","14",28,"2015-12-13"
"ROASTED TOMATO","Wraps","FOOD","1",28,"2015-12-13"
"SPRITE CAN","Softdrinks","BEVERAGE","7",28,"2015-12-13"
"SPRITE LIGHT CAN","Softdrinks","BEVERAGE","7",28,"2015-12-13"
"A/G POP CORN MICROWAV EXTRA BUTT","CS Can & Jar Food","FOOD","3",27.75,"2015-12-13"
"BJORG ORGANIC SUGAR FREE ALMOND","CS Organic Food","FOOD","1",27.75,"2015-12-13"
"GLAD GARBAGE BAG SMALL 20L X 30","CS Bags/Foil/Wraps","NON FOOD","3",27.75,"2015-12-13"
"LIND CHERRY INTENSE100G","CS Chocolate","FOOD","2",27.5,"2015-12-13"
"LINDT EXCELLENCE CARAMEL 100G","CS Chocolate","FOOD","2",27.5,"2015-12-13"
"NECTAFLOR PREMIUM GINGER 200GM","CS Dry Fruits","FOOD","2",27.5,"2015-12-13"
"SELPAK KITCHEN ROLL 3PCS 20% OFF","CS Tissue & Toilet Rolls","NON FOOD","2",27.5,"2015-12-13"
"PHOENIX COLA 330ML","CS Organic Food","FOOD","3",27,"2015-12-13"
"C&C MAKEUP REMOVER DEEP CLEAN 15","CS Facial Care","NON FOOD","1",26.75,"2015-12-13"
"DR OETKER VEGETABLE PIZZA","CS Frozen Food","FOOD","1",26.25,"2015-12-13"
"FOOD DOCTOR BAR APPLE WALNUT 35G","CS Organic Food","FOOD","3",26.25,"2015-12-13"
"FOOD DOCTOR BAR FIG & MANGO 35G","CS Food","FOOD","3",26.25,"2015-12-13"
"CARTE D'OR SMALL CUP VANILLA","CS Chocolate","FOOD","4",26,"2015-12-13"
"H&S SH FOR MEN 200ML","CS Shampoo & Conditioner","NON FOOD","2",26,"2015-12-13"
"JOHNSONS BODY WASH POMEGRANATE 2","CS Bath & Shower","NON FOOD","2",26,"2015-12-13"
"NIVEA HAND WASH LEMONGRASS & OIL","CS Soap & Handwash","NON FOOD","2",26,"2015-12-13"
"BJORG ORGANIC OAT FLAKES 500GM","CS Organic Food","FOOD","1",25.5,"2015-12-13"
"ENERGIZER AA 2 PCS","CS Others","NON FOOD","3",25.5,"2015-12-13"
"LUX BW AQUA SPARKLE 250ML","CS Bath & Shower","NON FOOD","2",25.5,"2015-12-13"
"TRESEMME CD 24 HOUR BODY 500ML","CS Shampoo & Conditioner","NON FOOD","1",25.5,"2015-12-13"
"TRESEMME CD VIBRANT NATURALS 500","CS Shampoo & Conditioner","NON FOOD","1",25.5,"2015-12-13"
"TRESEMME SH SPLIT REMEDY 500ML","CS Shampoo & Conditioner","NON FOOD","1",25.5,"2015-12-13"
"WEIGHT W BERRY FLAKES 450GM","CS Cereal","FOOD","1",25.25,"2015-12-13"
"WEIGHT W NUTTY MUESLI 495GM","CS Cereal","FOOD","1",25.25,"2015-12-13"
"1 Scoop Protein Powder","TOPPINGS","FOOD","5",25,"2015-12-13"
"AIR TO EARTH","BOTANICAL SODAS","BEVERAGE","1",25,"2015-12-13"
"AL MARAI MANGO JUICE 300ML","CS Packet Juice","BEVERAGE","10",25,"2015-12-13"
"CARTE DOR CHOCOLATE 1 SCOOP","Ice cream","FOOD","5",25,"2015-12-13"
"SCHOGETTEN STRAWBERRY YOGURT100G","CS Chocolate","FOOD","5",25,"2015-12-13"
"PURELL REFRESHING HAND SANITIZER","CS Soap & Handwash","NON FOOD","2",24.5,"2015-12-13"
"RACHELS GREEK LEMON YOGHURT 450G","CS Organic Food","FOOD","1",24.5,"2015-12-13"
"SYOSS HAIR GEL MEN POWER HOLD 25","CS Soap & Handwash","NON FOOD","1",24.25,"2015-12-13"
"Apple Green","CS Fresh Fruit","FOOD","12",24,"2015-12-13"
"B.BAG SEA SALT150g","CS Chips & Snacks","FOOD","2",24,"2015-12-13"
"BAYARA SALTED PISTACHIOS 150G","CS Nuts & Seeds","FOOD","2",24,"2015-12-13"
"Chocolate shake","Milk Shake","BEVERAGE","1",24,"2015-12-13"
"Coke","Softdrinks","BEVERAGE","6",24,"2015-12-13"
"DOVE HAIR CONDITIONER HAIR FALL","CS Shampoo & Conditioner","NON FOOD","2",24,"2015-12-13"
"GATORADE BLUE BOLT","Energy Drinks","BEVERAGE","2",24,"2015-12-13"
"GATORADE LEMON","Energy Drinks","BEVERAGE","2",24,"2015-12-13"
"GLAD GARBAGE BAG MEDIUM 35L X 30","CS Tissue & Toilet Rolls","NON FOOD","2",24,"2015-12-13"
"Grilled Veg Olives","Pizza","FOOD","4",24,"2015-12-13"
"KPS COOL COCONUT","Smoothies","BEVERAGE","1",24,"2015-12-13"
"LACNOR MILK BANANA","Flavoured Milk","BEVERAGE","6",24,"2015-12-13"
"LUX BW DREAM DELIGHT 250ML","CS Bath & Shower","NON FOOD","2",24,"2015-12-13"
"Small Salad","Salads","FOOD","2",24,"2015-12-13"
"SNAPPLES FRUIT PUNCH","Fresh Juices","BEVERAGE","2",24,"2015-12-13"
"SUBSTITUTE SOYA ALMOND","Soya Milk","FOOD","6",24,"2015-12-13"
"AL AIN YOGHURT LOW FAT 170GM","CS Dairy","FOOD","19",23.75,"2015-12-13"
"NATURE VALLEY SWEET NUTTY ALMOND","CS Cereal","FOOD","1",23.25,"2015-12-13"
"BARILA FETTUCINE500g","CS Pasta & Noodles","FOOD","1",23,"2015-12-13"
"GILLETTE BLADE 2 PCS MACH 3","CS Mens Care","NON FOOD","1",23,"2015-12-13"
"P.BAR CHOCO 85","CS Cereal","FOOD","1",23,"2015-12-13"
"PRO BAR FUEL BLUEBERRY CHIA 48GM","CS Cereal","FOOD","2",23,"2015-12-13"
"SCHIK RAZOR QUATTRO 4 TITANIUM +","CS Mens Care","NON FOOD","1",23,"2015-12-13"
"SCHIK RAZOR WOMEN QUATTRO","CS Womens Care","NON FOOD","1",23,"2015-12-13"
"GALAXY CARAMEL 40GM","CS Chocolate","FOOD","7",22.75,"2015-12-13"
"M&M CHOCOLATE 45GM","CS Chocolate","FOOD","7",22.75,"2015-12-13"
"PRO BAR MEAL SUPERFRUIT SLAM 85G","CS Cereal","FOOD","1",22.75,"2015-12-13"
"TideReg Original1.5Kg","CS Laundry Care","NON FOOD","1",22.75,"2015-12-13"
"CastaniaPnutRostd","CS Nuts & Seeds","FOOD","3",22.5,"2015-12-13"
"DOMESTOS BLEACH LEMON FRESH 750M","CS Cleaning Supplies","NON FOOD","2",22.5,"2015-12-13"
"KOKA PILLOW 5 PCS TOM YUM","CS Pasta & Noodles","FOOD","3",22.5,"2015-12-13"
"LifebuoyPwBarVitaprotect125g","CS Soap & Handwash","NON FOOD","5",22.5,"2015-12-13"
"RICE KRISPIES KELLOGS 510GM","CS Cereal","FOOD","1",22.5,"2015-12-13"
"ANTIDOTE","Fresh Juices","BEVERAGE","1",22,"2015-12-13"
"C&C GEL CLEANSER DEEP ACTION 150","CS Facial Care","NON FOOD","1",22,"2015-12-13"
"DOVE BEAUTY CREAM 150ML","CS Body Care","NON FOOD","2",22,"2015-12-13"
"JOHNSONS COTTON PADS 80 PCS","CS Facial Care","NON FOOD","2",22,"2015-12-13"
"Lemon","CS Fresh Vegatables","FOOD","11",22,"2015-12-13"
"MANI BERRY NUT PUMPKIN SEED 45G","CS Dry Fruits","FOOD","4",22,"2015-12-13"
"POPEYE","Fresh Juices","BEVERAGE","1",22,"2015-12-13"
"Roast Beef","Sandwiches","FOOD","1",22,"2015-12-13"
"SPICED APPLE","BOTANICAL SODAS","BEVERAGE","1",22,"2015-12-13"
"THAI SODA","BOTANICAL SODAS","BEVERAGE","1",22,"2015-12-13"
"BAYARA EXTRA MIXED NUTS 150GM","CS Nuts & Seeds","FOOD","2",21.5,"2015-12-13"
"BEST CAN MACADEMIA 110G","CS Dry Fruits","FOOD","1",21.25,"2015-12-13"
"AL MARAI FRESH MILK FULL FAT 500","CS Dairy","FOOD","6",21,"2015-12-13"
"CAREFREE WASH ALOE 200ML","CS Sanitary Care","NON FOOD","1",21,"2015-12-13"
"JIF CREAM LEMON 250ML","CS Dishwashing","NON FOOD","3",21,"2015-12-13"
"SMALL GREEN SALAD","Salads","FOOD","3",21,"2015-12-13"
"VITA COCO LEMONADE COCONUT 330ML","CS Packet Juice","BEVERAGE","2",21,"2015-12-13"
"ANCHOR BUTTER UNSALTED 454G","CS Dairy","FOOD","1",20.5,"2015-12-13"
"BONNE MANAM BLACK CURRANT JELLY","CS Can & Jar Food","FOOD","1",20.5,"2015-12-13"
"BONNE MANAM ORANGE MARMALADE 370","CS Can & Jar Food","FOOD","1",20.5,"2015-12-13"
"BONNE MANAM RASPBERRY PRESERVE 3","CS Can & Jar Food","FOOD","1",20.5,"2015-12-13"
"ADD FLAVOURED SYRUP","Starbucks","FOOD","5",20,"2015-12-13"
"ADD WHIPPED CREAM","Starbucks","FOOD","5",20,"2015-12-13"
"AL RABIE MANGO PASSION 330ML","CS Fresh Juice","BEVERAGE","8",20,"2015-12-13"
"Brownie","Dessert","FOOD","1",20,"2015-12-13"
"CARTE DOR BANANA 1 SCOOP","Ice cream","FOOD","4",20,"2015-12-13"
"CARTE DOR CARAMEL 1 SCOOP","Ice cream","FOOD","4",20,"2015-12-13"
"CARTE DOR VANILLA 1 SCOOP","Ice cream","FOOD","4",20,"2015-12-13"
"CERES CRANBERRY KIWI JUICE 1L","CS Packet Juice","BEVERAGE","2",20,"2015-12-13"
"Chicken Maki(6pcs)","Sushi","FOOD","1",20,"2015-12-13"
"EXTRA PELLET PEPPERMINT GUM","CS Mint & Gum","FOOD","10",20,"2015-12-13"
"Fresh Pineapple Juice","Fresh Juices","BEVERAGE","2",20,"2015-12-13"
"LARGE SPARKLING WATER PREMIUM","Water","BEVERAGE","1",20,"2015-12-13"
"LIPTON LEMON ICED TEA","Tea","BEVERAGE","5",20,"2015-12-13"
"Lungo","Coffee","BEVERAGE","2",20,"2015-12-13"
"MIXED NUT & CEREAL 8 OZ","Peannuts","FOOD","2",20,"2015-12-13"
"NYU RE-USABLE BAG","BAGS","NON FOOD","1",20,"2015-12-13"
"Penne","pasta","FOOD","2",20,"2015-12-13"
"SMINT CANDY GUM PEPPERMINT 14.2G","CS Mint & Gum","FOOD","5",20,"2015-12-13"
"Tamago Nigiri","Sushi","FOOD","4",20,"2015-12-13"
"Veg Sushi 6 pcs","Sushi","FOOD","1",20,"2015-12-13"
"CARTE D'OR SMALL CUP CHOCOLATE","CS Chocolate","FOOD","3",19.5,"2015-12-13"
"COCO TREE JUICE 330ML","CS Packet Juice","BEVERAGE","6",19.5,"2015-12-13"
"JIF WINDOW CLEANER SPRAY 500ML","CS Cleaning Supplies","NON FOOD","2",19.5,"2015-12-13"
"DOVE SHOWER POMEGRANTE & LEMON 2","CS Bath & Shower","NON FOOD","1",19.25,"2015-12-13"
"PERRIER WATER LEMON 330ML","CS Water","BEVERAGE","4",19.25,"2015-12-13"
"16 OZ SIGNATURE HOT CHOCOLATE","Starbucks","FOOD","1",19,"2015-12-13"
"DOVE HW FRESH TOUCH CUCUM & G.TE","CS Soap & Handwash","NON FOOD","1",19,"2015-12-13"
"EGG Mayo & Spring Onion","Sandwiches","FOOD","1",19,"2015-12-13"
"LAYS FRENCH CHEESE 185GM","CS Chips & Snacks","FOOD","3",18.75,"2015-12-13"
"ALWAYS LARGE 30PCS","CS Sanitary Care","NON FOOD","1",18.5,"2015-12-13"
"PRINGLES HOT & SPICY 165GM","CS Chips & Snacks","FOOD","2",18.5,"2015-12-13"
"AXE DEO GOLD TEMPTATION 150ML","CS Deodrants","NON FOOD","1",18.25,"2015-12-13"
"NECTAFLOR SOFT APRICOTS 200GM","CS Dry Fruits","FOOD","1",18.25,"2015-12-13"
"NECTAFLOR SOFT CRANBERRIES 200GM","CS Dry Fruits","FOOD","1",18.25,"2015-12-13"
"16 OZ ICED CARAMEL LATTE","Starbucks","FOOD","1",18,"2015-12-13"
"AXE OIL SMALL","CS Others","NON FOOD","6",18,"2015-12-13"
"BEST CAN SUPER PISTACHIO 110GM","CS Nuts & Seeds","FOOD","1",18,"2015-12-13"
"CHOCOLATE CHIP COOKIE","Dessert","FOOD","3",18,"2015-12-13"
"DOUGHNUT PLAIN","CS Bakery","FOOD","9",18,"2015-12-13"
"LUSINE CROISSANT CHEESE & ZAATAR","CS Bakery","FOOD","9",18,"2015-12-13"
"PHOENIX LEMONADE 330ML","CS ORGANIC BEVERAGE","BEVERAGE","2",18,"2015-12-13"
"SCHOGETTEN MILK CHOCOLATE 100GM","CS Chocolate","FOOD","3",18,"2015-12-13"
"SCHWEPPES SODA CAN 300M","CS Soft Drinks","BEVERAGE","12",18,"2015-12-13"
"AL MARAI NATURAL BUTTER 400GM UN","CS Dairy","FOOD","1",17.75,"2015-12-13"
"NIVEA DEO FEMALE BLACK & WHITE 2","CS Deodrants","NON FOOD","1",17.75,"2015-12-13"
